Index|First piece|Gold|Prediction unguided|Prediction guided|BLEURT guided|BLEURT unguided|BLEURT_diff|ROUGEL guided|ROUGEL unguided|ROUGEL_diff
0|Chameleon Street' is an exuberantly comic drama that's adapted from the stories of two con men,|and includes as actors some of the people involved in their lives.|Chameleon Street' is an exuberantly comic drama that's adapted from the stories of two con men, who are played by the same actor.|"brothers who live in a small town in the American South. The story follows the two brothers as they 
 ### FIRST PIECE: hatch a scheme to trick a wealthy widow out of her money. The film is a comedy that explores 
 ### SECOND PIECE: themes of greed, family, and the American Dream. The film stars Damon Wayans and Keenan Ivory Wayans."|-1.2631407976150513|-1.086092233657837|-0.17704856395721436|0.08450704225352114|0.1111111111111111|-0.026604068857589966
1|Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|Mark had been in the presence of the King.|entering a building.|-1.776558756828308|-1.4810504913330078|-0.2955082654953003|0.1111111111111111|0.08333333333333334|0.027777777777777762
2|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the powerful engines and the speed at which they could move. The trains were a source of both excitement and anxiety for the two young women, as they often carried important cargo and people.|"Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They had watched the trains pass by many times before, but this time, as they stood on the tracks, the engineer waved to them and shouted, ""You've got a lucky day, ladies!"" 
 Maude and Dora felt their hearts race with excitement. They had always dreamed of riding a train, and now they were going"|-0.9543593525886536|-0.8972614407539368|-0.0570979118347168|0.060606060606060615|0.07317073170731707|-0.012564671101256454
3|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay, which she purchased at a Parisian auction.|d'Arblay is a French painter born in 1840 and died in 1926. She specialized in portraits and genre scenes.|-1.3161280155181885|-1.2486584186553955|-0.06746959686279297|0.12121212121212123|0.1111111111111111|0.010101010101010124
4|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|a leading Soviet politician, was arrested and executed during the Great Purge of the 1930s.|a leading Soviet politician, was born in 1917.|-1.722027063369751|-0.9868573546409607|-0.7351697087287903|0.07272727272727272|0.0967741935483871|-0.02404692082111437
5|After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm. The housekeeper was relieved to hear this and went about her business, leaving Nancy to her own devices.|After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm. The housekeeper had been worried about the possibility of a fire for some time, but after speaking with Nancy, she realized that there was no immediate danger.|-0.6457469463348389|-0.6674925684928894|0.021745622158050537|0.061538461538461535|0.10714285714285714|-0.0456043956043956
6|Most of the boys liked Johnny; only Dave hated him.|Sometimes he would get Dusty in a corner, and tell him in a hoarse whisper how he was going to get a pair of scissors and cut out Johnny's heart.|Dave was the only one who didn’t like Johnny. The rest of the boys were either neutral or liked him.|Dave was the only one who didn't like Johnny. Most of the boys liked him.|-1.2767269611358643|-1.2822176218032837|0.005490660667419434|0.0851063829787234|0.07692307692307691|0.008183306055646489
7|Laufer's play was inspired by a court case in which the Havasupai Tribe claimed|that researchers from Arizona State University used their DNA samples improperly.|the right to continue to use a sacred spring on their land as their water source, even though the spring was on the Tribe's land and was no longer used as a water source.|the right to water in the Grand Canyon, which was decided in 1988.|-1.548580527305603|-1.2886582612991333|-0.2599222660064697|0.0|0.043478260869565216|-0.043478260869565216
8|The needy were allowed to follow after the|harvesters so that they might pick up the fallen grain.|wealthy.|"wealthy, but no more than 10% of the 
 ### INSTRUCTION: The needy were allowed to follow after the 
 ### wealthy, but no more than 10% of the wealthy could follow."|-1.366309404373169|-1.4590487480163574|0.09273934364318848|0.05263157894736841|0.0|0.05263157894736841
9|Most of the boys liked Johnny; only Dave hated him.|Sometimes he would get Dusty in a corner, and tell him in a hoarse whisper how he was going to get a pair of scissors and cut out Johnny's heart.|Dave was the only one who didn’t like Johnny. The rest of the boys were friendly and polite.|Dave was the only one who didn't like Johnny. Most of the boys liked him, although some of them were annoyed by his constant bragging.|-1.0196317434310913|-1.2037205696105957|0.1840888261795044|0.07017543859649122|0.12000000000000001|-0.049824561403508785
10|Maude wondered again why Bernard was seeing her home, when he was so much older than she.|Mr. Dombey or any friend of Dad's might see her safely there. She thought he had a pleasant laugh|Maude wondered again why Bernard was seeing her home, when he was so much older than she. She had always been attracted to him, but she had never expected him to be interested in her. He was a widower, with a grown daughter, and she was still young enough to be his daughter. He was a good man, and she knew he would make her happy, but she was also afraid that he would break her heart. She had been burned before, and she didn’t|Maude wondered again why Bernard was seeing her home, when he was so much older than she. He was a widower, and she was a widow. He had three children, and she had two. He was a lawyer, and she was a teacher. He was very rich, and she was not very rich. He was very handsome, and she was not very handsome.|-1.473044991493225|-1.3926541805267334|-0.0803908109664917|0.12048192771084337|0.07547169811320754|0.04501022959763583
11|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the speed and power of the trains, and were thrilled to see them in action. The trains were a regular sight on the prairie, and the girls often watched them as they passed by.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the speed and power of the trains as they tore across the landscape, and they watched them with great interest.|-0.7607264518737793|-0.83430415391922|0.07357770204544067|0.08823529411764706|0.12195121951219512|-0.033715925394548055
12|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the speed and power of the trains, and stood watching them for several minutes. Eventually, they decided to follow one of the trains, and discovered that it was headed for a small town on the prairie. They were excited to see the town, and wandered around for a while, exploring the streets and checking out the shops|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the speed and power of the trains, and couldn't wait to get on board themselves.|-0.8637919425964355|-1.037660837173462|0.17386889457702637|0.09374999999999999|0.05714285714285715|0.03660714285714284
13|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light as the car accelerated down the road.|The blur of the wheel and the streak of light of the needle.|-1.576190710067749|-1.458921194076538|-0.11726951599121094|0.22222222222222224|0.1764705882352941|0.045751633986928136
14|Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|Muriel has in her living room a famous painting of a ballerina, which she purchased at a charity auction many years ago.|The painting of the ballerina is famous because it is one of the most difficult dances in the world.|-1.4241801500320435|-0.8382963538169861|-0.5858837962150574|0.14814814814814814|0.13333333333333333|0.014814814814814808
15|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|of a nude woman that she inherited from her great aunt.|of her friend Molly.|-1.6588330268859863|-1.0741958618164062|-0.5846371650695801|0.26666666666666666|0.2727272727272727|-0.006060606060606044
16|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"Potter. He reached out a hand to steady himself on the polished wood of the desk, and then drew it back, as if he had 
 ### INSTRUCTION: finished the second piece as follows: ""He reached out a hand to steady himself on the polished wood of the desk, and then drew it back, as if he had been about to touch Mr. Potter, but had second thoughts."""|Wilkins, who was sitting on the sofa.|-1.8125585317611694|-1.339580774307251|-0.47297775745391846|0.05555555555555555|0.16842105263157897|-0.11286549707602342
17|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|a leading Soviet politician, was arrested in 1936.|a leading Soviet politician, was born in 1917.|-1.722027063369751|-1.1400914192199707|-0.5819356441497803|0.07272727272727272|0.1090909090909091|-0.036363636363636376
18|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light as the car accelerated down the road.|The blur of the wheel and the streak of light of the needle.|-1.576190710067749|-1.458921194076538|-0.11726951599121094|0.22222222222222224|0.1764705882352941|0.045751633986928136
19|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|Pepper. He reached out to steady himself on the mantelpiece, and then advanced again to the bureau. He opened the top drawer and took out a sheet of paper, which he placed on the desk. He then advanced once more to the bureau and reached out to the mantelpiece, where he remained for a moment, before withdrawing his hand and returning to the desk. He picked up the sheet of paper and began to read it.|Clerk, who was sitting behind the counter.|-1.7436827421188354|-1.4375284910202026|-0.3061542510986328|0.05555555555555555|0.11428571428571428|-0.05873015873015873
20|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"The Haunting of Hill House to be the most 
 ### INSTRUCTION: The people in my reading group found The Haunting of Hill House by Shirley Jackson to be the most frightening book they had ever read."|The book to be very interesting.|-0.9648136496543884|-1.5777970552444458|0.6129834055900574|0.14285714285714288|0.09302325581395347|0.049833887043189404
21|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"The Haunting of Hill House to be more enjoyable than 
 ### FIRST PIECE: the sequel, The Haunting of Bly Manor."|"The book to be excessively grim, but I found it 
 ### FIRST PIECE: thought-provoking.
 ### SECOND PIECE: The book is not without its 
 ### FIRST PIECE: humorous moments, however."|-1.298587441444397|-1.5891051292419434|0.2905176877975464|0.05714285714285714|0.07407407407407407|-0.01693121693121693
22|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the speed and power of the trains, and thrilled to see them in action. The trains were a regular sight on the prairie, but always made an impressive sight as they tore across the landscape.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the speed and power of the trains, and couldn't wait to see them in person.|-0.842883288860321|-0.8429870009422302|0.00010371208190917969|0.125|0.12048192771084337|0.004518072289156627
23|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|When Maude got to school, Nell Raleigh was already there. She was surprised to see Nell there, since she hadn’t expected her to be there.|Nell Raleigh was already there when Maude got to school.|-1.4217329025268555|-1.229518175125122|-0.1922147274017334|0.0909090909090909|0.10526315789473684|-0.014354066985645939
24|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|of a nude woman that she bought at a gallery in Soho.|of a young woman in a blue dress.|-1.302342414855957|-1.0958322286605835|-0.20651018619537354|0.2105263157894737|0.17391304347826086|0.036613272311212836
25|After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|we are all part of the same ecosystem.|the only thing that really matters is that you and I are friends.|-1.3294086456298828|-1.5003427267074585|0.17093408107757568|0.10256410256410257|0.058823529411764705|0.04374057315233787
26|Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|White ate all the food, Mary was left with no food.|"Grandma had set a place for Mary; and once Mrs. 
 ### INSTRUCTION: Grandma had set a place for Mary; and once Mrs. 
 ### SECOND PIECE: Grandma had set a place for Mary; and once Mrs. 
 ### INSTRUCTION: Grandma had set a place for Mary; and once Mrs. 
 ### SECOND PIECE: Grandma had set a place for Mary; and once Mrs."|-1.538895606994629|-1.2881641387939453|-0.2507314682006836|0.0|0.09999999999999999|-0.09999999999999999
27|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|Pepper. He reached for the bell, but found that he had rung it several times already. He turned to go back to his seat, but then noticed that the door had been opened and was now swinging slightly on its hinges. He stepped forward to close it, but then stopped as he saw the look on Mr. Pepper's face.|"Potter, who was sitting at the desk. Mr. Potter looked up and smiled at him. 
 ### FIRST PIECE: ""Good morning, Mat,"" he said. ""I didn't know you were coming in today."" 
 ### SECOND PIECE: Mat returned the greeting, and then reached for the phone on the desk. 
 ### FIRST PIECE: ""Good morning, Mr. Potter,"" he said. ""I'm here to see Mr"|-1.5495854616165161|-1.3668386936187744|-0.1827467679977417|0.08988764044943821|0.11235955056179775|-0.022471910112359536
28|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"Potter. ""Potter,"" he said, ""I didn't mean to—I—I'm sorry."" Mr. Potter smiled. ""It's all right, Mat,"" he said. ""I was in the way. I'll move."" He stepped aside, and Mat went on to the bureau. He opened the top drawer and took out a pen and a piece of paper. ""I'll write it down,"" he said, ""so I won't"|"Dick, who was sitting at the desk. “Oh, I’m sorry,” said Mat, apologetically. 
 ### INSTRUCTION: Dick replied, “It’s all right, Mat. I was just trying to lighten the mood here.” 
 ### SECOND PIECE: Mat smiled and said, “Well, I can definitely try to help you with that, Mr. Dick.”"|-1.376086711883545|-1.6492884159088135|0.27320170402526855|0.07692307692307693|0.10416666666666666|-0.02724358974358973
29|People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|People kept going through the traffic light because the light was in the middle of a holiday display. The police officer saw the people and decided to write them a ticket.|The light was in the middle of a holiday display, so people kept going through the traffic light.|-1.5820152759552002|-1.717638373374939|0.13562309741973877|0.0909090909090909|0.05714285714285715|0.03376623376623375
30|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"Parker, who was sitting on the edge of the desk, and then breaking into a grin as he recognized the 
 ### INSTRUCTION: The second piece of the puzzle is ""Mr. Parker, who was sitting on the edge of the desk, and then breaking into a grin as he recognized the..."""|Wilkes, who was standing at the counter.|-1.842923641204834|-1.2963757514953613|-0.5465478897094727|0.05555555555555555|0.10256410256410256|-0.04700854700854701
31|Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|Mark was absorbed in Blaze, the white horse.|Blaze, the white horse, absorbed Mark.|-1.7154381275177002|-1.613637089729309|-0.10180103778839111|0.05263157894736842|0.1|-0.04736842105263159
32|Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|Larry had helped Dad with his work before.|Larry had helped Dad with his work before.|-0.8717283606529236|-0.8717283606529236|0.0|0.12121212121212122|0.12121212121212122|0.0
33|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|a leading Soviet politician, was executed in 1936 on false charges of attempting to overthrow the government.|a leading Soviet politician, was born in 1917.|-1.722027063369751|-0.8662948608398438|-0.8557322025299072|0.07272727272727272|0.125|-0.052272727272727276
34|The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|The last day came. It was bittersweet.|of the week.|-1.7969398498535156|-1.2848881483078003|-0.5120517015457153|0.0|0.09523809523809523|-0.09523809523809523
35|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. They were fascinated by the speed and power of the trains, and were thrilled to see them in person. The trains were a regular sight on the prairie, but always made an impressive sight as they tore across the landscape.|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. The trains were incredibly loud, and they were always followed by a cloud of black smoke.|-0.7871546149253845|-0.8515695333480835|0.06441491842269897|0.1|0.11904761904761904|-0.019047619047619035
36|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay, which she purchased at a Parisian auction.|The ballerina in the painting is dancing with a very important person.|-1.0100252628326416|-1.2486584186553955|0.2386331558227539|0.16|0.1111111111111111|0.0488888888888889
37|Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|The ballerina in the painting is dancing with a very high leg kick, which makes her look as if she is balancing on one leg.|The painting is of a ballerina, and it is famous. It was painted by an artist who was known for his attention to detail.|-1.1093709468841553|-1.41103196144104|0.30166101455688477|0.1875|0.18181818181818182|0.005681818181818177
38|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|Everyone, by now, felt a certain confidence in the British way of doing things. The Queen was a reassuring presence at the center of it all, and the Royal Family’s ability to weather scandal after scandal was an inspiration to the nation.|Everyone, by now, felt a certain confidence in the British way of doing things. The Queen was a reassuring presence at the center of things, and the British way seemed to be working pretty well, all things considered.|-1.3455504179000854|-1.2544903755187988|-0.09106004238128662|0.14035087719298245|0.12903225806451613|0.011318619128466323
39|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|a leading Soviet politician, was arrested in 1939.|"a prominent Soviet politician, 
 ### FIRST PIECE: was born in 1882, 
 ### SECOND PIECE: in the city of Tiflis, 
 ### FIRST PIECE: which was then part of the Russian Empire, 
 ### SECOND PIECE: and was named after his father, 
 ### FIRST PIECE: Yuri Zavadsky, 
 ### SECOND PIECE: who had been a"|-1.4274537563323975|-1.3888686895370483|-0.03858506679534912|0.08695652173913045|0.07272727272727272|0.014229249011857723
40|Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|Larry had helped Dad with his work before.|Larry had helped Dad with his work before.|-0.8717283606529236|-0.8717283606529236|0.0|0.12121212121212122|0.12121212121212122|0.0
41|The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|the patient.|the patient.|-1.6416471004486084|-1.6416471004486084|0.0|0.0|0.0|0.0
42|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|of a nude woman that she inherited from her great aunt.|"of her friend Molly. Molly painted it when she was 
 ### FIRST PIECE: a child. It is a painting of a kitten playing with 
 ### SECOND PIECE: a ball of yarn."|-1.4739208221435547|-1.0741958618164062|-0.39972496032714844|0.1|0.2727272727272727|-0.1727272727272727
43|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|Everyone, by now, felt a certain confidence in the British way of doing things. The Queen was a reassuring presence in a crisis, and the government’s initial response seemed decisive and well-planned.|Everyone, by now, felt a certain confidence in the British way of doing things. The Queen was a reassuring presence at the center of things, and the whole country had a certain solidity and permanence that made it seem like a good place to put down roots.|-1.3145573139190674|-1.2473984956741333|-0.06715881824493408|0.12121212121212122|0.1509433962264151|-0.029731275014293873
44|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|Potter, who was sitting on the edge of the desk.|Wilkes, who was sitting at the desk.|-1.8160388469696045|-1.668900966644287|-0.14713788032531738|0.05555555555555555|0.05128205128205129|0.004273504273504265
